Date	Time	Artist(s)	Instruments/Details	Ticketed	Sabha	Hall
31-Dec-2025	3:15 PM	Pranav Kikkeri	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
31-Dec-2025	4:45 PM	Shubashree Ramachandran	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
31-Dec-2025	6:30 PM	VVS Murari, Ashwani Shankar	"""Carnatic Hindustani Jugalbandhi"" - Violin, Shehnai"	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
31-Dec-2025	10:00 PM	Ethnic New Year Eve!		Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
02-Jan-2026	9:00 AM	S.N. Sasanka	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
02-Jan-2026	10:30 AM	Prof. Somasundaram Venkateswaran	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
02-Jan-2026	12:45 PM	Sahana Ranganathan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
02-Jan-2026	2:00 PM	Sanjana Raman	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
02-Jan-2026	3:15 PM	Anirudh Raja	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
02-Jan-2026	5:00 PM	G Ravikiran	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
02-Jan-2026	7:00 PM	Amrutha Venkatesh	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
03-Jan-2026	9:00 AM	Vignesh Thyagarajan & Aparma Thyagarajan	Violin Duet	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
03-Jan-2026	10:30 AM	Vanitha Suresh	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
03-Jan-2026	12:45 PM	Sharanya & Bhavana Srinivasan	Vocal Duet	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
03-Jan-2026	2:00 PM	Mahati Sudhakar	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
03-Jan-2026	3:15 PM	Dr. Sanjay Subramanian (USA)	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
03-Jan-2026	5:00 PM	Tiruvarur Girish	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
03-Jan-2026	7:00 PM	Nithyasree Mahadevan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
04-Jan-2026	9:00 AM	Shashank Mahesh	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
04-Jan-2026	10:30 AM	Shruthi Shankar Kumar	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
04-Jan-2026	12:45 PM	Madhura Sriram	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
04-Jan-2026	2:00 PM	Manasa Subramaniam	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
04-Jan-2026	3:15 PM	Dhanya Dinesh Rudrapatna	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
04-Jan-2026	5:00 PM	Pattabhirama Pandit	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
04-Jan-2026	7:00 PM	Neyveli Santhanagopalan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
05-Jan-2026	9:00 AM	Sreeranjane Kaushik	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
05-Jan-2026	10:30 AM	Nithyasree. S	Veena	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
05-Jan-2026	12:45 PM	Namagiripettai Gokulakrishnan (Margazhi Matram Artiste)	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
05-Jan-2026	2:00 PM	Ranjani Radha	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
05-Jan-2026	3:15 PM	Prithvi Harish	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
05-Jan-2026	5:00 PM	Jayashree Vaidyanathan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
05-Jan-2026	7:00 PM	Sankari Krishnan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
06-Jan-2026	9:00 AM	Uma Ramakrishnan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
06-Jan-2026	10:30 AM	Shanthala Subramaniyam	Flute	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
06-Jan-2026	12:45 PM	Madhavi Prakash	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
06-Jan-2026	2:00 PM	Nanditha Kannan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
06-Jan-2026	3:15 PM	Shruthi Bhat	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
06-Jan-2026	5:00 PM	Kruthi Bhat	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
06-Jan-2026	7:00 PM	Delhi P. Sundararajan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
07-Jan-2026	9:00 AM	Swathi Srikrishna	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
07-Jan-2026	10:30 AM	Vishal Sapuram, Sruti Sarathy	"""Unfretted"" - Chitravina & Violin"	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
07-Jan-2026	12:45 PM	Pranav Arcot	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
07-Jan-2026	2:00 PM	Anirudhh Shankar	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
07-Jan-2026	3:15 PM	Meenakshi Kannan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
07-Jan-2026	5:00 PM	Delhi V. Muthukumar	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
07-Jan-2026	7:00 PM	Mahadevan Sankaranarayanan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
08-Jan-2026	9:00 AM	Rasika Sivakumar	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
08-Jan-2026	10:30 AM	Rithuu Rajendran	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
08-Jan-2026	12:45 PM	Akshaya Hari (Margazhi Matram Artiste)	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
08-Jan-2026	2:00 PM	Bharadwaj Subramaniam	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
08-Jan-2026	3:15 PM	V. Yadushree	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
08-Jan-2026	5:00 PM	Chinmaya Sisters (Uma & Geetha)	Vocal Duet	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
08-Jan-2026	7:00 PM	A.S. Murali	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
09-Jan-2026	9:00 AM	N.S. Kamakshi	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
09-Jan-2026	10:30 AM	Shenkottai Harihara Subramanian Bhagavathar	Namasankeethanam	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
09-Jan-2026	12:45 PM	Palghat Sisters (Sowmya & Swetha)	Vocal Duet	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
09-Jan-2026	2:00 PM	Nikhil Shankar	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
09-Jan-2026	3:15 PM	Sri Sri Sisters (Sriya Srinivas & Sreeja Srinivas)	Vocal Duet	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
09-Jan-2026	5:00 PM	Janani Hamsini, Rangappriya Sankaranarayanan, Aswini Srinivasan	"""Pravaham"" - Vocal, Violin, Mridangam"	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
09-Jan-2026	7:00 PM	J.B. Keerthana	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
10-Jan-2026	9:00 AM	Srividya Vasudevan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
10-Jan-2026	10:30 AM	Kumbhakonam Shankararaman	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
10-Jan-2026	12:45 PM	V.S. Abhirami	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
10-Jan-2026	2:00 PM	Hamsini Vydeeswaran	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
10-Jan-2026	3:15 PM	Iyer Sisters (Dr. R.S. Sudha & R.S. Srividhya)	Vocal Duet	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
10-Jan-2026	5:00 PM	Sai Vignesh	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
10-Jan-2026	7:00 PM	T.N.S. Krishna	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
11-Jan-2026	8:15 AM	Dwaraka Colony Bhajan Mandali		Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
11-Jan-2026	9:00 AM	Samanvitha Sasidharan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
11-Jan-2026	10:30 AM	B.U.Ganesh Prasad	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
11-Jan-2026	12:45 PM	Lavanya V.L, Sudarshan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
11-Jan-2026	2:00 PM	Srijith Poosarla	Mandolin	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
11-Jan-2026	3:15 PM	Arya Nagarajan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
11-Jan-2026	5:00 PM	Abilash Giri Prasad	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
11-Jan-2026	7:00 PM	Vittal Ramamurthy and Srihari Vittal	Violin Duet	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
16-Dec-2025	6:45 PM	Charumathi Raghuraman		Ticketed	Madhuradhwani	Arkay Convention Centre
20-Dec-2025	4:00 PM	Charumathi Raghuraman		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
22-Dec-2025	7:00 PM	Charumathi Raghuraman		Ticketed	Narada Gana Sabha	Narada Gana Sabha
28-Dec-2025	6:15 PM	Charumathi Raghuraman		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
31-Dec-2025	4:00 PM	Charumathi Raghuraman		Ticketed	Krishna Gana Sabha	Main Hall
13-Dec-2025	4:30 PM	N. Ravikiran		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
13-Dec-2025	6:30 PM	Inauguration		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
13-Dec-2025	7:00 PM	Palghat Ramprasad		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
14-Dec-2025	10:30 AM	Maadhu Balaji		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
14-Dec-2025	4:30 PM	Ramakrishnan Murthy		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
14-Dec-2025	7:00 PM	R. K. Shriramkumar		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
15-Dec-2025	4:30 PM	U. Ve. Dushyanth Sridhar		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
15-Dec-2025	7:00 PM	Kunnakudi M. Balamuralikrishna		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
16-Dec-2025	4:30 PM	Ashok Ramani		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
16-Dec-2025	7:00 PM	N. Vijay Siva		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
17-Dec-2025	4:30 PM	Subhasree Thanikachalam		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
17-Dec-2025	7:00 PM	K. Bharat Sundar		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
18-Dec-2025	4:30 PM	Nagai R. Muralidharan		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
18-Dec-2025	7:00 PM	Abhishek Raghuram		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
19-Dec-2025	4:30 PM	J. A. Jayanth		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
19-Dec-2025	7:00 PM	Ashwath Narayanan		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
20-Dec-2025	10:30 AM	Y. Gee Mahendran		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
20-Dec-2025	4:30 PM	Charumathi Raghuraman		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
20-Dec-2025	7:00 PM	Ramana Balachandran		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
21-Dec-2025	10:30 AM	Dummies Drama		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
21-Dec-2025	4:30 PM	Prince Rama Varma		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
21-Dec-2025	7:00 PM	Anil Srinivasan		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
22-Dec-2025	4:30 PM	Nirmala Rajesekhar		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
22-Dec-2025	7:00 PM	Rajhesh Vaidhya		Free	Carnatica Global Heritage Arts Festival	Sri Sankara Vidyashramam, Thiruvanmiyur
15-Dec-2025	4:00 PM	Tiruvannamalai P. Balaganesan	Nadaswaram Trio	Free	The Music Academy Madras	Main Hall
15-Dec-2025	7:00 PM	K. Arun Prakash	Orchestra	Free	The Music Academy Madras	Main Hall
16-Dec-2025	9:00 AM	Thirumeignanam T.P.N. Ramanathan		Free	The Music Academy Madras	Main Hall
16-Dec-2025	11:45 AM	Abhishek Ravishankar		Free	The Music Academy Madras	Main Hall
16-Dec-2025	1:30 PM	S. Adithyanarayanan		Free	The Music Academy Madras	Main Hall
16-Dec-2025	4:00 PM	J. B. Sruthi Sagar		Ticketed	The Music Academy Madras	Main Hall
16-Dec-2025	6:45 PM	Kalyanapuram S. Aravind		Ticketed	The Music Academy Madras	Main Hall
17-Dec-2025	9:00 AM	Dr. Gayathri Girish		Free	The Music Academy Madras	Main Hall
17-Dec-2025	11:45 AM	Siddharth Prakash		Free	The Music Academy Madras	Main Hall
17-Dec-2025	1:30 PM	Vani Ramamurthi		Free	The Music Academy Madras	Main Hall
17-Dec-2025	4:00 PM	Nisha Rajagopalan		Ticketed	The Music Academy Madras	Main Hall
17-Dec-2025	6:45 PM	Ramana Balachandran		Ticketed	The Music Academy Madras	Main Hall
18-Dec-2025	9:00 AM	Trivandrum Dr. G. Baby Sreeram		Free	The Music Academy Madras	Main Hall
18-Dec-2025	11:45 AM	V. Krupaa Lakshmi		Free	The Music Academy Madras	Main Hall
18-Dec-2025	1:30 PM	Dr. N. Jayakrishnan Unni		Free	The Music Academy Madras	Main Hall
18-Dec-2025	4:00 PM	Amrutha Murali		Ticketed	The Music Academy Madras	Main Hall
18-Dec-2025	6:45 PM	R. Ashwath Narayanan		Ticketed	The Music Academy Madras	Main Hall
19-Dec-2025	9:00 AM	Dr. Subhashini Parthasarathy		Free	The Music Academy Madras	Main Hall
19-Dec-2025	11:45 AM	R. Lakshmipriya		Free	The Music Academy Madras	Main Hall
19-Dec-2025	1:30 PM	Archana & Aarathi		Free	The Music Academy Madras	Main Hall
19-Dec-2025	4:00 PM	Aishwarya Vidhya Raghunath		Ticketed	The Music Academy Madras	Main Hall
19-Dec-2025	6:45 PM	Madurai T.N.S. Krishna		Ticketed	The Music Academy Madras	Main Hall
20-Dec-2025	11:45 AM	B. J. Madhuri Kaushik		Free	The Music Academy Madras	Main Hall
20-Dec-2025	1:30 PM	Akshay Padmanabhan		Free	The Music Academy Madras	Main Hall
20-Dec-2025	4:00 PM	Dr. Pantula Rama		Ticketed	The Music Academy Madras	Main Hall
20-Dec-2025	6:45 PM	K. Bharat Sundar		Ticketed	The Music Academy Madras	Main Hall
21-Dec-2025	9:00 AM	K. Bhaskaran		Free	The Music Academy Madras	Main Hall
21-Dec-2025	11:45 AM	Charulatha Chandrasekar		Free	The Music Academy Madras	Main Hall
21-Dec-2025	1:30 PM	J. B. Keerthana		Free	The Music Academy Madras	Main Hall
21-Dec-2025	4:00 PM	Dr. K. Gayatri		Ticketed	The Music Academy Madras	Main Hall
21-Dec-2025	6:45 PM	Malladi Brothers		Ticketed	The Music Academy Madras	Main Hall
22-Dec-2025	9:00 AM	Shertalai Dr. K. N. Renganatha Sharma		Free	The Music Academy Madras	Main Hall
22-Dec-2025	11:45 AM	Deepthi Suresh		Free	The Music Academy Madras	Main Hall
22-Dec-2025	1:30 PM	Anirudh Venkatesh		Free	The Music Academy Madras	Main Hall
22-Dec-2025	4:00 PM	Vidya Kalyanaraman		Ticketed	The Music Academy Madras	Main Hall
22-Dec-2025	6:45 PM	J. A. Jayant		Ticketed	The Music Academy Madras	Main Hall
23-Dec-2025	9:00 AM	Vishaal R. Sapuram		Free	The Music Academy Madras	Main Hall
23-Dec-2025	11:45 AM	Sushma Somasekharan		Free	The Music Academy Madras	Main Hall
23-Dec-2025	1:30 PM	V. Venkatanarayanan		Free	The Music Academy Madras	Main Hall
23-Dec-2025	6:45 PM	Sangita Kalanidhi Lalgudi G.J.R. Krishnan		Ticketed	The Music Academy Madras	Main Hall
24-Dec-2025	9:00 AM	A.S. Murali		Free	The Music Academy Madras	Main Hall
24-Dec-2025	11:45 AM	C.S. Keshava Chandra		Free	The Music Academy Madras	Main Hall
24-Dec-2025	1:30 PM	Vasudha Ravi		Free	The Music Academy Madras	Main Hall
24-Dec-2025	4:00 PM	Gayathri Venkataraghavan		Ticketed	The Music Academy Madras	Main Hall
24-Dec-2025	6:45 PM	Sandeep Narayan		Ticketed	The Music Academy Madras	Main Hall
25-Dec-2025	9:00 AM	Sangita Kalanidhi T.M. Krishna		Free	The Music Academy Madras	Main Hall
25-Dec-2025	11:45 AM	Kruthi Bhat		Free	The Music Academy Madras	Main Hall
25-Dec-2025	1:30 PM	Anahita & Apoorva		Free	The Music Academy Madras	Main Hall
25-Dec-2025	4:00 PM	Sangita Kalanidhi Dr. S. Sowmya		Ticketed	The Music Academy Madras	Main Hall
25-Dec-2025	6:45 PM	Akkarai Sisters		Ticketed	The Music Academy Madras	Main Hall
26-Dec-2025	9:00 AM	Nirmala Rajasekar		Free	The Music Academy Madras	Main Hall
26-Dec-2025	11:45 AM	S. Srivathsan		Free	The Music Academy Madras	Main Hall
26-Dec-2025	1:30 PM	Sunil R. Gargyan		Free	The Music Academy Madras	Main Hall
26-Dec-2025	4:00 PM	Dr. Jayanthi Kumaresh		Ticketed	The Music Academy Madras	Main Hall
26-Dec-2025	6:45 PM	Ramakrishnan Murthy		Ticketed	The Music Academy Madras	Main Hall
27-Dec-2025	9:00 AM	T.S. Pattabhirama Pandit		Free	The Music Academy Madras	Main Hall
27-Dec-2025	11:45 AM	Shruthi Shankar Kumar		Free	The Music Academy Madras	Main Hall
27-Dec-2025	1:30 PM	Aishwarya Shankar		Free	The Music Academy Madras	Main Hall
27-Dec-2025	4:00 PM	Amrutha Venkatesh		Ticketed	The Music Academy Madras	Main Hall
27-Dec-2025	6:45 PM	Sanjay Subrahmanyan		Ticketed	The Music Academy Madras	Main Hall
28-Dec-2025	9:00 AM	Dr. R. Suryaprakash		Free	The Music Academy Madras	Main Hall
28-Dec-2025	11:45 AM	Abilash Giriprasad		Free	The Music Academy Madras	Main Hall
28-Dec-2025	1:30 PM	Vivek Sadasivam		Free	The Music Academy Madras	Main Hall
28-Dec-2025	4:00 PM	Sudha Raghunathan		Ticketed	The Music Academy Madras	Main Hall
28-Dec-2025	6:45 PM	Kunnakudi M. Balamuralikrishna		Ticketed	The Music Academy Madras	Main Hall
29-Dec-2025	9:00 AM	Delhi V. Muthukumar		Free	The Music Academy Madras	Main Hall
29-Dec-2025	11:45 AM	R. Sai Vignesh		Free	The Music Academy Madras	Main Hall
